time, x, z
2536792, 280, 91
2538236, 280, 91
2539680, 280, 93
2541128, 279, 92
2542572, 278, 91
2544016, 278, 90
2545460, 278, 90
2546908, 279, 91
2548352, 280, 91
2549800, 280, 91
2551240, 280, 90
2552688, 281, 92
2554132, 280, 91
2555576, 280, 90
2557024, 280, 90
2558468, 280, 91
2559912, 279, 91
2561356, 279, 92
2562800, 279, 90
2564248, 279, 88
2565692, 279, 88
2567136, 279, 89
2568580, 280, 90
2570028, 280, 90
2571472, 280, 91
2572916, 280, 91
2574360, 277, 91
2575808, 276, 91
2577252, 277, 91
2578696, 278, 90
2580140, 279, 90
2581592, 279, 91
2583032, 279, 90
2584476, 279, 91
2585920, 279, 91
2587368, 279, 90
2588816, 279, 90
2590256, 278, 90
2591700, 279, 90
2593148, 279, 91
2594592, 279, 90
2596036, 278, 90
2597480, 277, 89
2598932, 278, 90
2600372, 278, 90
2601816, 279, 90
2603260, 280, 89
2604708, 278, 88
2606152, 278, 88
2607596, 278, 88
2609040, 276, 88
2610488, 276, 88
2611932, 277, 89
2613376, 277, 89
2614820, 278, 90
2616268, 277, 91
2617712, 277, 91
2619156, 278, 92
2620600, 278, 92
2622048, 281, 91
2623496, 279, 91
2624936, 279, 90
2626380, 281, 91
2627828, 279, 91
2629272, 279, 91
2630720, 279, 91
2632160, 278, 90
2633608, 279, 91
2635052, 279, 91
2636496, 279, 91
2637944, 280, 90
2639388, 280, 91
2640832, 279, 91
2642276, 279, 90
2643720, 278, 90
2645168, 279, 92
2646612, 280, 92
2648056, 279, 93
2649500, 279, 93
2650948, 279, 93
2652392, 279, 93
2653836, 279, 92
2655280, 279, 92
2656728, 279, 92
2658172, 279, 92
2659616, 278, 91
2661060, 278, 92
2662512, 277, 90
2663952, 277, 90
2665396, 277, 90
2666840, 278, 91
2668288, 280, 91
2669732, 280, 92
2671176, 281, 91
2672620, 281, 92
2674068, 279, 91
2675512, 279, 90
2676956, 278, 90
2678400, 277, 90
2679848, 277, 90
2681292, 277, 89
2682736, 278, 89
2684180, 279, 90
2685628, 278, 90
2687072, 278, 92
2688516, 278, 90
2689960, 278, 89
2691408, 278, 88
2692852, 278, 88
2694296, 278, 89
2695740, 279, 90
2697188, 279, 89
2698632, 279, 91
2700076, 280, 90
2701520, 279, 90
2702968, 279, 90
2704416, 279, 91
2705856, 279, 91
2707300, 280, 90
2708748, 279, 89
2710192, 277, 89
2711640, 276, 91
2713080, 277, 91
2714528, 278, 90
2715972, 278, 91
2717416, 279, 90
2718864, 279, 91
2720308, 278, 91
2721752, 279, 91
2723196, 280, 89
2724640, 278, 90
2726088, 278, 90
2727532, 278, 90
2728980, 278, 90
2730420, 280, 90
2731868, 280, 90
2733312, 280, 90
2734756, 280, 89
2736200, 279, 91
2737648, 279, 91
2739092, 280, 90
2740536, 280, 89
2741980, 280, 89
2743432, 279, 89
2744872, 277, 89
2746316, 278, 90
2747760, 278, 90
2749208, 279, 91
2750652, 279, 91
2752096, 280, 92
2753548, 281, 93
2754988, 280, 92
2756432, 280, 91
2757876, 280, 91
2759320, 279, 91
2760768, 279, 90
2762212, 279, 91
2763656, 279, 91
2765100, 280, 91
2766548, 278, 90
2767992, 278, 90
2769436, 279, 91
2770880, 279, 91
2772328, 279, 91
2773772, 278, 90
2775216, 277, 89
2776660, 277, 89
2778108, 278, 88
2779552, 278, 88
2780996, 279, 88
2782440, 278, 89
2783888, 278, 90
2785336, 278, 91
2786776, 278, 91
2788220, 278, 89
2789668, 278, 89
2791112, 278, 87
2792560, 279, 88
2794000, 278, 88
2795448, 278, 88
2796892, 278, 88
2798336, 278, 88
2799780, 278, 89
2801228, 278, 90
2802672, 279, 91
2804116, 280, 91
2805560, 279, 90
2807008, 279, 91
2808452, 278, 91
2809896, 278, 92
2811340, 279, 92
2812788, 280, 90
2814232, 279, 89
2815676, 279, 89
2817120, 278, 90
2818568, 279, 91
2820012, 279, 91
2821456, 279, 91
2822900, 279, 91
2824348, 278, 91
2825792, 278, 90
2827236, 279, 90
2828680, 279, 91
2830128, 280, 91
2831572, 279, 90
2833016, 279, 90
2834464, 280, 90
2835908, 279, 90
2837352, 279, 90
2838800, 278, 91
2840240, 278, 90
2841688, 279, 90
2843132, 279, 90
2844576, 278, 90
2846020, 279, 89
2847468, 279, 89
2848912, 279, 92
2850356, 280, 93
2851800, 280, 93
2853248, 281, 93
2854692, 281, 93
2856136, 281, 92
2857580, 280, 92
2859032, 279, 91
2860472, 278, 91
2861916, 279, 91
2863360, 280, 93
2864808, 280, 89
2866256, 279, 90
2867696, 279, 91
2869140, 280, 91
2870588, 280, 90
2872032, 280, 91
2873480, 280, 91
2874920, 279, 90
2876368, 278, 90
2877812, 278, 91
2879256, 278, 91
2880700, 281, 91
2882148, 281, 91
2883596, 281, 91
2885036, 282, 92
2886480, 280, 92
2887928, 280, 93
2889372, 280, 90
2890816, 279, 89
2892260, 278, 88
2893708, 277, 89
2895152, 277, 89
2896596, 278, 89
2898040, 278, 88
2899488, 278, 89
2900932, 278, 89
2902376, 278, 90
2903820, 280, 90
2905268, 279, 90
2906712, 279, 90
2908156, 279, 90
2909600, 278, 90
2911048, 278, 89
2912492, 278, 87
2913936, 278, 90
2915384, 279, 90
2916828, 278, 90
2918272, 279, 91
2919716, 280, 91
2921160, 281, 91
2922608, 281, 91
2924052, 281, 91
2925496, 280, 92
2926940, 280, 92
2928388, 279, 92
2929832, 278, 91
2931276, 278, 91
2932720, 278, 90
2934168, 279, 91
2935612, 279, 90
2937056, 279, 89
2938500, 280, 90
2939952, 279, 89
2941392, 278, 90
2942836, 278, 90
2944280, 277, 90
2945728, 279, 89
2947176, 279, 89
2948616, 279, 89
2950060, 280, 89
2951508, 278, 89
2952952, 279, 90
2954396, 279, 90
2955840, 279, 90
2957288, 279, 90
2958732, 278, 89
2960176, 278, 89
2961620, 279, 90
2963068, 279, 90
2964512, 279, 89
2965956, 280, 89
2967400, 279, 90
2968848, 280, 91
2970292, 279, 90
2971736, 279, 90
2973180, 278, 90
2974628, 277, 90
2976072, 276, 90
2977516, 276, 90
2978960, 277, 90
2980408, 278, 90
2981852, 280, 90
2983296, 279, 90
2984740, 280, 90
2986188, 279, 90
2987632, 280, 90
2989080, 280, 90
2990520, 279, 90
2991968, 279, 90
2993412, 278, 90
2994856, 278, 90
2996304, 278, 91
2997748, 278, 91
2999192, 278, 91
3000636, 279, 91
3002080, 279, 91
3003528, 279, 91
3004972, 279, 91
3006416, 278, 92
3007860, 279, 92
3009308, 279, 91
3010752, 279, 91
3012196, 279, 92
3013648, 279, 91
3015088, 279, 92
3016532, 279, 91
3017976, 278, 90
3019420, 280, 91
3020872, 279, 91
3022312, 278, 93
3023756, 278, 92
3025200, 278, 92
3026648, 278, 92
3028096, 279, 92
3029536, 278, 91
3030980, 279, 91
3032428, 278, 91
3033872, 278, 92
3035316, 278, 94
3036760, 279, 94
3038208, 279, 93
3039652, 279, 91
3041096, 279, 90
3042540, 278, 90
3043988, 277, 90
3045432, 278, 90
3046876, 279, 91
3048320, 279, 91
3049768, 280, 90
3051212, 281, 90
3052656, 281, 89
3054100, 282, 89
3055548, 281, 89
3056992, 281, 89
3058436, 281, 89
3059880, 279, 89
3061328, 279, 90
3062772, 278, 89
3064216, 278, 90
3065660, 278, 91
3067108, 278, 91
3068552, 278, 91
3070000, 279, 91
3071440, 278, 91
3072888, 279, 92
3074332, 279, 91
3075776, 278, 92
3077224, 278, 91
3078668, 277, 91
3080112, 276, 91
3081556, 276, 91
3083000, 276, 91
3084448, 277, 91
3085892, 277, 90
3087336, 277, 90
3088780, 277, 90
3090228, 278, 89
3091672, 278, 90
3093116, 279, 89
3094560, 279, 89
3096008, 279, 90
3097452, 279, 90
3098896, 279, 91
3100340, 279, 91
3101792, 279, 91
3103232, 279, 90
3104676, 280, 90
3106120, 278, 90
3107568, 278, 89
3109012, 278, 88
3110456, 278, 89
3111900, 278, 90
3113348, 278, 91
3114792, 278, 91
3116236, 280, 91
3117680, 279, 90
3119128, 280, 91
3120572, 280, 91
3122016, 280, 91
3123464, 280, 90
3124908, 280, 89
3126352, 280, 89
3127796, 280, 89
3129240, 279, 89
3130688, 279, 90
3132132, 278, 90
3133576, 278, 91
3135020, 278, 91
3136468, 278, 90
3137912, 278, 93
3139356, 280, 90
3140800, 279, 90
3142248, 278, 90
3143696, 278, 89
3145136, 278, 89
3146580, 278, 88
3148028, 278, 89
3149472, 278, 90
3150920, 279, 90
3152360, 279, 91
3153808, 279, 91
3155252, 278, 91
3156696, 278, 92
3158144, 278, 92
3159588, 278, 91
3161032, 278, 90
3162476, 278, 90
3163920, 279, 90
3165368, 278, 90
3166812, 278, 90
3168264, 278, 90
3169700, 279, 90
3171148, 280, 90
3172592, 281, 90
3174036, 281, 89
3175480, 279, 88
3176928, 278, 89
3178372, 278, 91
3179816, 278, 93
3181260, 279, 93
3182712, 279, 92
3184152, 279, 91
3185596, 279, 92
3187040, 279, 92
3188488, 278, 93
3189932, 278, 92
3191376, 278, 92
3192820, 278, 91
3194268, 278, 91
3195712, 278, 92
3197156, 279, 92
3198600, 278, 92
3200048, 279, 92
3201492, 279, 91
3202936, 279, 91
3204380, 280, 92
3205828, 278, 91
3207272, 278, 91
3208716, 278, 91
3210160, 277, 91
3211608, 277, 92
3213052, 277, 90
3214496, 278, 90
3215940, 279, 91
3217388, 279, 91
3218832, 280, 91
3220276, 281, 91
3221720, 280, 91
3223168, 279, 91
3224616, 278, 90
3226056, 277, 91
3227500, 278, 91
3228948, 278, 91
3230392, 278, 90
3231840, 279, 90
3233280, 278, 92
3234728, 279, 93
3236172, 280, 93
3237616, 280, 93
3239060, 280, 92
3240508, 279, 91
3241952, 278, 90
3243396, 279, 91
3244840, 279, 91
3246288, 279, 90
3247732, 279, 90
3249176, 280, 92
3250620, 280, 92
3252068, 278, 91
3253512, 278, 91
3254956, 279, 91
3256400, 279, 91
3257848, 280, 92
3259292, 280, 91
3260736, 280, 91
3262180, 280, 92
3263632, 280, 91
3265072, 279, 92
3266516, 279, 91
3267960, 280, 91
3269408, 281, 92
3270852, 280, 92
3272296, 280, 91
3273748, 279, 90
3275188, 278, 89
3276632, 278, 88
3278076, 278, 88
3279520, 278, 88
3280968, 279, 88
3282412, 279, 88
3283856, 279, 88
3285300, 280, 88
3286748, 279, 89
3288192, 278, 88
3289636, 279, 88
3291080, 279, 88
3292528, 279, 89
3293972, 278, 89
3295416, 278, 90
3296860, 278, 89
3298312, 279, 90
3299752, 279, 89
3301196, 280, 91
3302640, 279, 91
3304088, 278, 92
3305536, 279, 91
3306976, 278, 91
3308420, 278, 91
3309868, 277, 91
3311312, 277, 90
3312760, 278, 90
3314200, 279, 90
3315648, 279, 91
3317092, 279, 90
3318536, 279, 90
3319980, 281, 89
3321428, 281, 89
3322872, 281, 89
3324316, 279, 89
3325760, 278, 89
3327208, 278, 90
3328652, 278, 89
3330096, 278, 89
3331540, 278, 89
3332988, 278, 90
3334432, 278, 90
3335876, 279, 90
3337320, 279, 89
3338768, 279, 90
3340212, 278, 90
3341656, 277, 91
3343100, 278, 91
3344548, 278, 91
3345992, 278, 91
3347436, 278, 91
3348880, 277, 90
3350328, 278, 91
3351772, 279, 91
3353216, 279, 91
3354664, 281, 91
3356108, 280, 91
3357552, 280, 90
3358996, 279, 90
3360440, 279, 90
3361888, 278, 89
3363332, 278, 90
3364776, 278, 90
3366220, 280, 91
3367668, 279, 92
3369112, 280, 93
3370556, 279, 92
3372000, 278, 91
3373448, 278, 91
3374892, 278, 90
3376336, 277, 89
3377780, 277, 89
3379232, 277, 90
3380672, 276, 90
3382116, 278, 90
3383560, 278, 90
3385008, 280, 91
3386456, 281, 91
3387896, 280, 93
3389340, 279, 93
3390788, 278, 92
3392232, 278, 92
3393680, 278, 91
3395120, 278, 91
3396568, 278, 91
3398012, 279, 91
3399456, 279, 91
3400900, 280, 91
3402348, 279, 90
3403796, 280, 90
3405236, 281, 90
3406680, 280, 91
3408128, 280, 92
3409572, 281, 91
3411016, 280, 91
3412460, 280, 92
3413908, 279, 90
3415352, 278, 90
3416796, 278, 91
3418240, 278, 92
3419688, 279, 92
3421132, 280, 92
3422576, 279, 92
3424020, 280, 92
3425468, 279, 90
3426912, 279, 90
3428364, 278, 90
3429800, 278, 90
3431248, 278, 90
3432692, 278, 89
3434136, 278, 89
3435584, 280, 90
3437028, 279, 91
3438472, 278, 92
3439916, 280, 92
3441360, 279, 91
3442808, 278, 90
3444252, 278, 90
3445696, 278, 89
3447140, 280, 88
3448588, 278, 89
3450032, 279, 90
3451476, 279, 90
3452920, 279, 90
3454368, 280, 90
3455812, 279, 90
3457256, 278, 91
3458700, 278, 91
3460152, 276, 91
3461592, 277, 90
3463036, 278, 90
3464480, 277, 90
3465928, 278, 90
3467376, 278, 90
3468816, 279, 91
3470260, 280, 91
3471708, 279, 91
3473152, 279, 91
3474596, 279, 91
3476040, 278, 91
3477488, 279, 91
3478932, 279, 90
3480376, 279, 88
3481820, 280, 88
3483268, 280, 88
3484712, 280, 89
3486156, 281, 90
3487600, 280, 91
3489048, 280, 91
3490492, 279, 91
3491936, 278, 90
3493380, 279, 90
3494828, 280, 89
3496272, 279, 89
3497716, 279, 89
3499160, 278, 89
3500608, 278, 90
3502052, 279, 90
3503496, 281, 91
3504940, 282, 90
3506388, 281, 90
3507832, 279, 90
3509280, 277, 91
3510720, 277, 92
3512168, 277, 90
3513612, 277, 90
3515056, 277, 90
3516504, 278, 90
3517948, 278, 89
3519392, 278, 88
3520836, 279, 89
3522280, 279, 90
3523728, 279, 91
3525172, 279, 91
3526616, 278, 91
3528060, 278, 91
3529508, 279, 91
3530952, 279, 91
3532396, 279, 91
3533848, 280, 91
3535288, 280, 91
3536732, 280, 92
3538176, 280, 91
3539620, 278, 90
3541072, 277, 91
3542512, 276, 91
3543956, 277, 91
3545400, 277, 91
3546848, 278, 92
3548296, 279, 92
3549736, 279, 93
3551180, 279, 94
3552628, 280, 94
3554072, 279, 94
3555516, 280, 94
3556960, 279, 93
3558412, 278, 92
3559852, 278, 91
3561296, 277, 91
3562740, 277, 92
3564188, 277, 92
3565632, 277, 92
3567076, 279, 92
3568520, 278, 92
3569968, 278, 92
3571412, 279, 91
3572856, 278, 91
3574300, 277, 90
3575748, 278, 91
3577192, 279, 90
3578636, 279, 91
3580080, 278, 90
3581528, 279, 90
3582972, 278, 90
3584416, 278, 89
3585860, 278, 89
3587308, 278, 90
3588752, 277, 90
3590200, 278, 90
3591640, 279, 90
3593088, 282, 91
3594532, 280, 91
3595976, 280, 91
3597424, 279, 91
3598868, 279, 90
3600312, 279, 89
3601756, 279, 90
3603200, 279, 90
3604648, 279, 89
3606092, 280, 90
3607536, 279, 91
3608980, 279, 89
3610428, 278, 90
3611872, 279, 90
3613316, 279, 90
3614760, 278, 89
3616208, 279, 89
3617652, 279, 89
3619096, 280, 89
3620540, 280, 90
3621992, 280, 91
3623432, 280, 90
3624876, 280, 90
3626320, 279, 90
3627768, 279, 90
3629212, 278, 90
3630656, 279, 90
3632100, 280, 90
3633548, 280, 90
3634992, 279, 89
3636436, 280, 88
3637880, 278, 87
3639328, 277, 88
3640772, 277, 88
3642216, 276, 89
3643664, 278, 90
3645108, 278, 89
3646552, 279, 90
3647996, 279, 90
3649440, 279, 90
3650888, 279, 91
3652332, 279, 91
3653776, 278, 91
3655220, 278, 91
3656668, 278, 90
3658112, 277, 90
3659556, 277, 89
3661000, 277, 89
3662448, 278, 89
3663896, 278, 89
3665336, 278, 90
3666780, 278, 90
3668228, 278, 91
3669672, 278, 93
3671120, 279, 92
3672560, 279, 92
3674008, 280, 91
3675452, 280, 90
3676896, 279, 90
3678344, 278, 90
3679788, 278, 89
3681232, 278, 89
3682676, 279, 89
3684120, 279, 90
3685568, 280, 90
3687012, 281, 91
3688464, 280, 89
3689900, 280, 90
3691348, 278, 90
3692792, 278, 89
3694236, 279, 90
3695680, 279, 91
3697128, 278, 91
3698572, 279, 91
3700016, 278, 89
3701460, 278, 90
3702912, 278, 91
3704352, 278, 91
3705796, 278, 91
3707240, 278, 91
3708688, 278, 92
3710132, 278, 92
3711576, 277, 92
3713020, 278, 92
3714468, 278, 92
3715912, 278, 92
3717356, 279, 93
3718800, 278, 93
3720248, 279, 93
3721692, 280, 93
3723136, 280, 92
3724580, 280, 91
3726028, 279, 90
3727472, 278, 90
3728916, 278, 90
3730360, 277, 91
3731808, 277, 92
3733252, 278, 91
3734696, 279, 94
3736140, 280, 93
3737588, 280, 92
3739032, 279, 91
3740476, 279, 90
3741920, 278, 89
3743368, 279, 89
3744816, 279, 89
3746256, 280, 90
3747700, 280, 91
3749148, 279, 91
3750592, 278, 92
3752040, 278, 92
3753480, 277, 93
3754928, 277, 93
3756372, 278, 92
3757816, 278, 90
3759260, 278, 91
3760708, 278, 93
3762152, 278, 90
3763596, 279, 89
3765040, 279, 90
3766488, 280, 90
3767932, 280, 90
3769376, 280, 91
3770820, 280, 91
3772268, 278, 91
3773712, 278, 90
3775156, 278, 89
3776600, 278, 90
3778048, 278, 91
3779492, 278, 91
3780936, 277, 91
3782380, 277, 91
3783828, 277, 91
3785272, 279, 93
3786716, 279, 92
3788160, 279, 91
3789608, 278, 92
3791052, 278, 91
3792496, 277, 91
3793944, 280, 91
3795388, 279, 91
3796832, 279, 89
3798280, 278, 89
3799720, 278, 88
3801168, 278, 89
3802612, 278, 90
3804056, 278, 91
3805500, 279, 90
3806948, 280, 89
3808392, 279, 89
3809836, 278, 90
3811280, 278, 90
3812728, 279, 91
3814172, 279, 91
3815616, 278, 90
3817060, 278, 90
3818512, 279, 91
3819952, 279, 92
3821396, 279, 92
3822840, 279, 91
3824288, 278, 91
3825736, 278, 90
3827176, 278, 91
3828620, 279, 92
3830068, 279, 91
3831512, 279, 91
3832960, 280, 92
3834400, 280, 91
3835848, 279, 92
3837292, 280, 91
3838736, 279, 91
3840180, 279, 91
3841628, 279, 90
3843076, 279, 90
3844516, 279, 90
3845960, 279, 89
3847408, 279, 90
3848852, 280, 90
3850296, 279, 91
3851740, 279, 91
3853188, 279, 90
3854632, 278, 91
3856076, 278, 89
3857520, 277, 89
3858968, 277, 89
3860412, 276, 89
3861856, 277, 89
3863300, 278, 91
3864748, 276, 90
3866192, 276, 90
3867636, 279, 90
3869080, 278, 89
3870528, 279, 90
3871972, 279, 91
3873416, 278, 90
3874864, 277, 90
3876308, 277, 90
3877752, 278, 90
3879196, 278, 90
3880640, 278, 90
3882088, 278, 90
3883532, 277, 90
3884976, 277, 90
3886420, 278, 90
3887868, 278, 91
3889312, 279, 91
3890756, 279, 91
3892200, 278, 91
3893648, 277, 90
3895092, 277, 89
3896536, 277, 90
3897980, 277, 91
3899432, 277, 91
3900872, 278, 91
3902316, 279, 91
3903760, 278, 92
3905208, 277, 92
3906656, 277, 91
3908096, 277, 89
3909540, 279, 91
3910988, 280, 90
3912432, 279, 90
3913876, 279, 90
3915320, 279, 91
3916768, 281, 91
3918212, 281, 91
3919656, 280, 92
3921100, 280, 93
3922548, 278, 93
3923992, 278, 93
3925436, 277, 91
3926880, 277, 90
3928328, 277, 90
3929772, 278, 91
3931216, 278, 92
3932660, 279, 91
3934108, 278, 91
3935552, 278, 92
3936996, 280, 92
3938440, 280, 92
3939888, 281, 92
3941332, 280, 91
3942776, 279, 90
3944220, 280, 91
3945668, 279, 91
3947112, 279, 91
3948564, 279, 92
3950000, 278, 93
3951448, 278, 94
3952892, 279, 94
3954336, 279, 93
3955784, 279, 92
3957228, 279, 91
3958672, 278, 91
3960116, 280, 90
3961560, 279, 91
3963008, 278, 89
3964452, 278, 89
3965896, 278, 89
3967340, 278, 90
3968788, 279, 90
3970232, 279, 92
3971676, 280, 92
3973128, 277, 92
3974568, 276, 91
3976012, 276, 90
3977456, 276, 91
3978900, 277, 91
3980352, 278, 91
3981792, 278, 91
3983236, 279, 90
3984680, 278, 88
3986128, 279, 89
3987576, 280, 89
3989016, 278, 90
3990460, 278, 91
3991908, 278, 89
3993352, 278, 89
3994796, 279, 89
3996240, 278, 89
3997688, 279, 89
3999132, 278, 90
4000576, 278, 91
4002020, 279, 91
4003468, 279, 92
4004912, 278, 92
4006356, 279, 91
4007800, 277, 91
4009248, 277, 91
4010692, 278, 93
4012136, 278, 93
4013580, 278, 92
4015028, 278, 91
4016472, 279, 90
4017916, 280, 90
4019360, 279, 91
4020808, 279, 91
4022252, 278, 92
4023696, 278, 91
4025140, 278, 90
4026588, 278, 90
4028032, 277, 90
4029480, 278, 92
4030920, 279, 91
4032368, 279, 91
4033812, 280, 92
4035256, 280, 92
4036704, 280, 91
4038148, 280, 91
4039592, 279, 90
4041036, 279, 92
4042480, 277, 90
4043928, 277, 90
4045372, 278, 90
4046816, 278, 90
4048260, 279, 89
4049708, 279, 90
4051152, 279, 89
4052596, 279, 89
4054040, 278, 89
4055488, 278, 90
4056932, 278, 88
4058376, 277, 88
4059820, 277, 91
4061272, 277, 90
4062712, 276, 90
4064156, 276, 90
4065600, 277, 89
4067048, 278, 89
4068496, 279, 89
4069936, 278, 88
4071380, 279, 88
4072828, 280, 89
4074272, 279, 89
4075716, 279, 90
4077160, 279, 91
4078612, 279, 91
4080052, 279, 92
4081496, 279, 90
4082940, 280, 91
4084388, 279, 93
4085832, 278, 91
4087276, 278, 92
4088720, 278, 91
4090168, 278, 90
4091612, 278, 91
4093056, 278, 91
4094500, 278, 90
4095948, 278, 89
4097392, 278, 88
4098836, 278, 89
4100280, 278, 91
4101728, 279, 91
4103176, 279, 92
4104616, 278, 92
4106060, 279, 92
4107508, 278, 91
4108952, 277, 91
4110400, 278, 91
4111840, 278, 91
4113288, 278, 92
4114732, 278, 91
4116176, 278, 91
4117624, 279, 91
4119068, 278, 91
4120512, 279, 92
4121956, 279, 92
4123400, 278, 91
4124848, 278, 90
4126292, 278, 89
4127736, 278, 88
4129180, 278, 88
4130628, 278, 88
4132072, 277, 88
4133516, 279, 90
4134960, 279, 90
4136408, 279, 90
4137852, 280, 90
4139296, 280, 90
4140740, 279, 90
4142192, 278, 91
4143632, 277, 91
4145076, 278, 92
4146520, 278, 92
4147968, 278, 91
4149412, 278, 92
4150856, 279, 91
4152300, 279, 91
4153748, 279, 91
4155192, 279, 91
4156636, 278, 92
4158080, 278, 91
4159528, 277, 91
4160972, 278, 91
4162416, 278, 89
4163860, 280, 90
4165308, 280, 90
4166752, 280, 90
4168196, 280, 90
4169640, 279, 91
4171088, 279, 92
4172532, 279, 91
4173976, 278, 90
4175420, 278, 90
4176868, 277, 90
4178312, 277, 90
4179756, 278, 91
4181200, 278, 91
4182648, 279, 90
4184096, 280, 91
4185536, 280, 92
4186980, 282, 93
4188428, 280, 92
4189872, 280, 92
4191320, 280, 92
4192760, 279, 91
4194208, 278, 91
4195652, 279, 92
4197096, 279, 91
4198544, 280, 91
4199988, 278, 90
4201432, 279, 89
4202876, 279, 90
4204320, 278, 91
4205768, 278, 90
4207212, 279, 89
4208660, 278, 90
4210100, 279, 89
4211548, 277, 89
4212992, 278, 87
4214436, 279, 89
4215880, 279, 88
4217328, 279, 89
4218772, 279, 89
4220216, 278, 88
4221660, 279, 87
4223112, 278, 88
4224552, 277, 87
4225996, 276, 89
4227440, 276, 89
4228888, 277, 89
4230332, 278, 90
4231776, 279, 90
4233228, 279, 89
4234668, 279, 89
4236112, 279, 89
4237556, 279, 89
4239000, 279, 89
4240448, 278, 88
4241892, 278, 88
4243336, 277, 87
4244780, 278, 86
4246228, 278, 88
4247672, 278, 89
4249116, 279, 90
4250560, 279, 90
4252008, 279, 91
4253452, 279, 90
4254896, 278, 89
4256340, 279, 88
4257788, 279, 89
4259232, 278, 88
4260676, 279, 89
4262120, 278, 89
4263568, 278, 90
4265016, 278, 90
4266456, 279, 89
4267900, 278, 90
4269348, 278, 90
4270792, 278, 89
4272240, 279, 90
4273680, 279, 90
4275128, 279, 90
4276572, 279, 91
4278016, 279, 90
4279460, 280, 90
4280908, 280, 90
4282352, 281, 91
4283796, 280, 92
4285240, 280, 93
4286688, 281, 93
4288132, 281, 93
4289576, 281, 91
4291020, 282, 91
4292468, 281, 90
4293912, 281, 89
4295356, 282, 90
4296800, 280, 89
4298248, 279, 89
4299692, 280, 89
4301136, 279, 89
4302580, 279, 89
4304028, 280, 90
4305472, 280, 90
4306916, 280, 90
4308360, 279, 89
4309808, 278, 90
4311252, 278, 90
4312696, 277, 90
4314144, 278, 91
4315588, 278, 91
4317032, 278, 91
4318480, 279, 91
